headline,body,time_published,Text,category
"Wild winds, huge seas and rain batter Australian tourist spots",SYDNEY: Cyclonic conditions along Australia's northeast coast generated huge seas washing away beaches at popular tourist spots and destructive winds and rain causing...,142020.0,wild wind huge sea rain batter australian tourist spot sydney cyclonic condition along australia northeast coast generated huge sea washing away beach popular tourist spot destructive wind rain causing...,Art & Culture
UK homeowner delays sale of home after Banksy mural appears,"LONDON: Banksy's latest mural has delayed a homeowner's plans to sell in England after it recently appeared on the house's exterior wall.

The elusive British street...",132020.0,uk homeowner delay sale home banksy mural appears london banksy latest mural delayed homeowner plan sell england recently appeared house exterior wall. elusive british street...,Art & Culture
Shivaprasad Khatiwada's book 'Sampada' published,"KATHMANDU: Shabdartha Publication House today released Shivaprasad Jaisi Khatiwada's maiden poetic literature 'Sampada' in Kathmandu, on Saturday.

Minister for...",132020.0,shivaprasad khatiwada book sampada published kathmandu shabdartha publication house today released shivaprasad jaisi khatiwada maiden poetic literature sampada kathmandu saturday. minister for...,Art & Culture
"EXPLAINER: The real math behind ""net zero"" carbon emissions","More than 100 countries — responsible for about two-thirds of the world's heat-trapping gases — have announced plans to cut their greenhouse gas emissions to ""net zero""...",122020.0,explainer real math behind net zero carbon emission country responsible two third world heat trapping gas announced plan cut greenhouse gas emission net zero ...,Art & Culture
"Ahead of UN climate summit, urgent calls to 'fix the future'","LONDON: When the Paris Agreement on climate change was finalized after two weeks of fraught negotiations and years of past failures, diplomats hugged and shed tears of...",112020.0,ahead un climate summit urgent call fix future london paris agreement climate change finalized two week fraught negotiation year past failure diplomat hugged shed tear of...,Art & Culture
Indian couple help traditional artisans get back to business,"NEW DELHI: ""Sanjhi,"" the ancient Indian art of paper-cutting using nature-inspired motifs, is how Ram Soni puts food on the table. It's also a carefully preserved skill...",92020.0,indian couple help traditional artisan get back business new delhi sanjhi ancient indian art paper cutting using nature inspired motif ram soni put food table. also carefully preserved skill...,Art & Culture
"Tropical food farmers must grow more on less land, as climate policy shifts","KUALA LUMPUR: Tropical farmers will struggle to meet rising food demand unless they sustainably boost yields on the same land, with rising forest protection and carbon...",72020.0,tropical food farmer must grow le land climate policy shift kuala lumpur tropical farmer struggle meet rising food demand unless sustainably boost yield land rising forest protection carbon...,Art & Culture
Myanmar monk offers temple sanctuary for threatened snakes,"YANGON: Tenderly stroking the back of a large Burmese python resting on his lap, Buddhist monk Wilatha is trying to play a part in saving scores of snakes that might...",42020.0,myanmar monk offer temple sanctuary threatened snake yangon tenderly stroking back large burmese python resting lap buddhist monk wilatha trying play part saving score snake might...,Art & Culture
Women who escaped slavery turn anti-trafficking crusaders in India,"CHENNAI: Separated from her parents, Jayashree Ponrajan spent most of her teenage years trapped in a form of bonded labour - forced to live and work in the spinning mills...",12020.0,woman escaped slavery turn anti trafficking crusader india chennai separated parent jayashree ponrajan spent teenage year trapped form bonded labour forced live work spinning mills...,Art & Culture
Japan's Osaka inspires own manga character,"TOKYO: Japan's three-time Grand Slam winner Naomi Osaka has inspired a new manga character to appear in an issue of Nakayoshi magazine next month, the publishers announced...",302020.0,japan osaka inspires manga character tokyo japan three time grand slam winner naomi osaka inspired new manga character appear issue nakayoshi magazine next month publisher announced...,Art & Culture
Nearly 100 whales die after mass stranding in New Zealand,"WELLINGTON: About 100 pilot whales and bottlenose dolphins have died in a mass stranding on the remote Chatham Islands, about 800 km (497 miles) off New Zealand's east...",252020.0,nearly whale die mass stranding new zealand wellington pilot whale bottlenose dolphin died mass stranding remote chatham island km mile new zealand east...,Art & Culture
"Drying habitat makes Australia's platypus vulnerable, scientists say",SYDNEY: Australian scientists pushed on Monday to list the platypus as a vulnerable species after a report showed the habitat of the semi-aquatic native mammal...,232020.0,drying habitat make australia platypus vulnerable scientist say sydney australian scientist pushed monday list platypus vulnerable specie report showed habitat semi aquatic native mammal...,Art & Culture
"""Shuggie Bain"" wins Booker Prize for Scottish author Douglas Stuart","LONDON: Scottish author Douglas Stuart won the Booker Prize for fiction on Thursday with his first novel ""Shuggie Bain"", with judges saying his tale of love and alcoholism...",212020.0,shuggie bain win booker prize scottish author douglas stuart london scottish author douglas stuart booker prize fiction thursday first novel shuggie bain judge saying tale love alcoholism...,Art & Culture
Barack Obama memoir off to record-setting start in sales,"NEW YORK: Former President Barack Obama's “A Promised Land” sold nearly 890,000 copies in the US and Canada in its first 24 hours, putting it on track to be the best...",192020.0,barack obama memoir record setting start sale new york former president barack obama promised land sold nearly copy u canada first hour putting track best...,Art & Culture
Matrika Prasad Koirala's 'Koshiko Katha' relaunched,"KATHMANDU: Publication Nepalaya republished Matrika Prasad Koirala's 'Koshiko Katha' an anthology of essays as part of its Classics for 2020, on Tuesday.

Issuing a...",102020.0,matrika prasad koirala koshiko katha relaunched kathmandu publication nepalaya republished matrika prasad koirala koshiko katha anthology essay part classic tuesday. issuing a...,Art & Culture
"Hindu Kush Himalaya region under threat, warn experts","KATHMANDU, NOVEMBER 5

The Hindu Kush Himalaya region faces the threat of climate and ecological change.

Urgent coordinated action is needed to save it, warned experts...",62020.0,hindu kush himalaya region threat warn expert kathmandu november hindu kush himalaya region face threat climate ecological change. urgent coordinated action needed save warned experts...,Art & Culture
Australian scientists find huge new healthy coral reef off northern coast,"SYDNEY: Australian scientists found a detachedÂ coralÂ reefÂ on the Great BarrierÂ ReefÂ that exceeds the height of the Empire State Building and the Eiffel Tower, the...",292020.0,australian scientist find huge new healthy coral reef northern coast sydney australian scientist found detached coral reef great barrier reef exceeds height empire state building eiffel tower the...,Art & Culture
"Typhoon Molave lashes Vietnam coast, 26 fishermen missing","HANOIÂ  At least 26 fishermen were missing at sea as one of the strongest typhoons in two decades tore into Vietnam's central coastline on Wednesday, uprooting trees...",282020.0,typhoon molave lash vietnam coast fisherman missing hanoi least fisherman missing sea one strongest typhoon two decade tore vietnam central coastline wednesday uprooting trees...,Art & Culture
Indonesian president warns not to rush vaccines amid halal concern,"JAKARTA: The president of the world's largest Muslim-majority nation, Joko Widodo, called on Monday for Indonesia not to rush the rollout of vaccines, citing concerns over...",192020.0,indonesian president warns rush vaccine amid halal concern jakarta president world largest muslim majority nation joko widodo called monday indonesia rush rollout vaccine citing concern over...,Art & Culture
Nepalaya releases Dr Sudha Sharma's memoir 'Singha Durbarko Ghumne Mech',"KATHMANDU: Nepalaya book publication house has released Dr Sudha Sharma's memoir 'Singha Durbarko Ghumne Mech'.

Issuing a press statement, the publication house...",192020.0,nepalaya release dr sudha sharma memoir singha durbarko ghumne mech kathmandu nepalaya book publication house released dr sudha sharma memoir singha durbarko ghumne mech . issuing press statement publication house...,Art & Culture
Whose body? Indian court says sex work is a woman’s choice,MUMBAI: A police sting that busted a prostitution ring and triggered a back-and-forth in the courts has revealed a conflict in Indian law over a woman's right to sell sex...,92020.0,whose body indian court say sex work woman choice mumbai police sting busted prostitution ring triggered back forth court revealed conflict indian law woman right sell sex...,Art & Culture
Climate-menaced nations say survival depends on stronger 2020 action,BARCELONA: Developing countries at risk from wilder weather and rising seas on Wednesday urged all governments to meet a deadline to deliver stronger national climate...,82020.0,climate menaced nation say survival depends stronger action barcelona developing country risk wilder weather rising sea wednesday urged government meet deadline deliver stronger national climate...,Art & Culture
Britain's Prince William launches global environment prize,"LONDON: Britain's Prince William will on Thursday launch a multi-million-pound global prize aimed at solving some of the world's greatest environmental problems.

The...",82020.0,britain prince william launch global environment prize london britain prince william thursday launch multi million pound global prize aimed solving world greatest environmental problems. the...,Art & Culture
"Eddie Van Halen dies at 65, guitar virtuoso ruled '70s, '80s rock","LOS ANGELES: Eddie Van Halen, the pioneering guitar player whose hard-rocking band emerged from the Sunset Strip music scene in Los Angeles in the early 1970s to stand at...",72020.0,eddie van halen dy guitar virtuoso ruled rock los angeles eddie van halen pioneering guitar player whose hard rocking band emerged sunset strip music scene los angeles early stand at...,Art & Culture
"With foreign tourists gone, Balinese rediscover seaweed farming","NUSA LEMBONGAN: Before the coronavirus pandemic took its grip on Indonesia, the pristine beaches of Lembongan island lapped by the Indian Ocean were dotted with sunbathing...",12020.0,foreign tourist gone balinese rediscover seaweed farming nusa lembongan coronavirus pandemic took grip indonesia pristine beach lembongan island lapped indian ocean dotted sunbathing...,Art & Culture
Protesters clash with police in India after late night cremation of gang rape victim,NEW DELHI/LUCKNOW: Protests erupted in several parts of India on Wednesday after the authorities had the body of a gang rape victim cremated at a ceremony her family said...,302020.0,protester clash police india late night cremation gang rape victim new delhi lucknow protest erupted several part india wednesday authority body gang rape victim cremated ceremony family said...,Art & Culture
"""Planet is dying"", India's 8-year-old climate crusader warns","NEW DELHI: When 8-year-old Indian climate change activist Licypriya Kangujam is older, she wants to launch a solo mission to the moon to research ways to save planet...",282020.0,planet dying india year old climate crusader warns new delhi year old indian climate change activist licypriya kangujam older want launch solo mission moon research way save planet...,Art & Culture
Australia counts record 470 stranded whales as rescue continues,"SYDNEY: Rescuers trying to free a pod of whales beached off the Australian island of Tasmania said on Wednesday they had found another 200 stranded mammals, bringing...",232020.0,australia count record stranded whale rescue continues sydney rescuer trying free pod whale beached australian island tasmania said wednesday found another stranded mammal bringing...,Art & Culture
Warming shrinks Arctic Ocean ice to 2nd lowest on record,"WASHINGTON: Ice in the Arctic Ocean melted to its second-lowest level on record this summer, triggered by global warming along with natural forces, US scientists reported...",232020.0,warming shrink arctic ocean ice nd lowest record washington ice arctic ocean melted second lowest level record summer triggered global warming along natural force u scientist reported...,Art & Culture
Booking open for electric city car ‘thee GO e8’,"KATHMANDU, SEPTEMBER 18

Taking a step towards the evolution of electric vehicles in Nepal, thee GO has started accepting bookings of its electric city car â€˜thee GO...",192020.0,booking open electric city car thee go e kathmandu september taking step towards evolution electric vehicle nepal thee go started accepting booking electric city car thee go...,Art & Culture
"Brazil's Amazon fires worsen in September, threaten virgin forests","BRASILIA: Fires in Brazil's Amazon rainforest worsened in the first week of September and are increasingly spreading into areas of untouched forest, satellite data showed...",92020.0,brazil amazon fire worsen september threaten virgin forest brasilia fire brazil amazon rainforest worsened first week september increasingly spreading area untouched forest satellite data showed...,Art & Culture
"US happy to help in China-India border dispute, Trump says","WASHINGTON: The United States is ready to help resolve the dispute betweenÂ IndiaÂ and China over the mountain border running through the western Himalayas, President...",62020.0,u happy help china india border dispute trump say washington united state ready help resolve dispute india china mountain border running western himalaya president...,Art & Culture
"Typhoon Maysak hits waterlogged Koreas with heavy rain, wind","SEOUL: Heavy winds and rain lashed much of the Korean peninsula Thursday after Typhoon Maysak made landfall, even as damage from a previous typhoon last week was still...",32020.0,typhoon maysak hit waterlogged korea heavy rain wind seoul heavy wind rain lashed much korean peninsula thursday typhoon maysak made landfall even damage previous typhoon last week still...,Art & Culture
Sujeev Shakya’s ‘Arthat Pariwartan’ released as e-book,"KATHMANDU: Sujeev Shakyaâ€™s â€˜Arthat Pariwartanâ€™ has hit the market as Nepalayaâ€™s first primary e-book release following five single chapter releases.

An anthology...",252020.0,sujeev shakya arthat pariwartan released e book kathmandu sujeev shakya arthat pariwartan hit market nepalaya first primary e book release following five single chapter releases. anthology...,Art & Culture
Kenya woman's ordeal highlights newly identified sex trafficking route,"Kenyans lured toÂ IndiaÂ for forced prostitution
 	Victim says East Africans control the business
 	UN worries COVID economic fallout will fuel...",192020.0,kenya woman ordeal highlight newly identified sex trafficking route kenyan lured india forced prostitution victim say east african control business un worry covid economic fallout fuel...,Art & Culture
Amazon continues to burn in 2020 despite promises to save it,"NOVO PROGRESSO, BRAZIL: A year ago this month, the forest around the town of Novo Progresso erupted into flames â€” the first major blazes in the Brazilian Amazon's dry...",192020.0,amazon continues burn despite promise save novo progresso brazil year ago month forest around town novo progresso erupted flame first major blaze brazilian amazon dry...,Art & Culture
Harris' Indian heritage could boost Biden with Asian-American voters,WASHINGTON: Joe Biden's presidential campaign plans to step up engagement with Asian-American voters this fall and is betting running mate Kamala Harris' experience as the...,142020.0,harris indian heritage could boost biden asian american voter washington joe biden presidential campaign plan step engagement asian american voter fall betting running mate kamala harris experience the...,Art & Culture
China air pollution falls 10.8% because of coronavirus slowdown,SHANGHAI/BEIJING: China saw average concentrations of lung-damaging airborne particles known as PM2.5 fall by 10.8% from January to July as industry slowed because of the...,142020.0,china air pollution fall . coronavirus slowdown shanghai beijing china saw average concentration lung damaging airborne particle known pm. fall . january july industry slowed the...,Art & Culture
Ola rolls out Infinix Note 7 in Nepal,"KATHMANDU: Infinix, a premium online-driven smartphone brand designed for the young generation has launched the much-anticipated Note 7 series.

The Infinix Note 7 comes...",132020.0,ola roll infinix note nepal kathmandu infinix premium online driven smartphone brand designed young generation launched much anticipated note series. infinix note comes...,Art & Culture
South Asian Gastronomy Association launches 'Savestreetfood' campaign across SAARC countries amid COVID-19 crisis,"KATHMANDU: The South Asian Association for Gastronomy (SAAG) has launched a campaign to 'Savestreetfood' across India, Sri Lanka, Nepal, Bangladesh, among others, in a bid...",102020.0,south asian gastronomy association launch savestreetfood campaign across saarc country amid covid crisis kathmandu south asian association gastronomy saag launched campaign savestreetfood across india sri lanka nepal bangladesh among others bid...,Art & Culture
Canada's last fully intact Arctic ice shelf collapses,"The last fully intact ice shelf in the Canadian Arctic has collapsed, losing more than 40% of its area in just two days at the end of July, researchers said on...",82020.0,canada last fully intact arctic ice shelf collapse last fully intact ice shelf canadian arctic collapsed losing area two day end july researcher said on...,Art & Culture
World's three hottest Julys happened in the last five years,"BRUSSELS: Last month was the world's third-hottest July on record, new data show -- the latest milestone in a global warming trend that has seen the three hottest Julys...",72020.0,world three hottest july happened last five year brussels last month world third hottest july record new data show latest milestone global warming trend seen three hottest julys...,Art & Culture
Pollution turns one side of divided Paraguayan lagoon purple,"LIMPIO, PARAGUAY: The Cerro Lagoon in the Paraguayan city of Limpio is sharply divided into two parts: one purple, one blue. One part emits a foul odour, the other...",62020.0,pollution turn one side divided paraguayan lagoon purple limpio paraguay cerro lagoon paraguayan city limpio sharply divided two part one purple one blue. one part emits foul odour other...,Art & Culture
"Heavy rains in South Korea displace more than 1,000 people, 13 dead","SEOUL: Days of heavy rain caused floods in South Korea that have forced more than 1,000 people from their homes, killing at least 13 with another 13 missing, authorities...",42020.0,heavy rain south korea displace people dead seoul day heavy rain caused flood south korea forced people home killing least another missing authorities...,Art & Culture
'Into the Wild' bus likely lands a home at Fairbanks museum,"ANCHORAGE, ALASKA: An infamous bus appears headed to a new home at a museum in Fairbanks after being removed from Alaska's backcountry to deter people from making...",312020.0,wild bus likely land home fairbanks museum anchorage alaska infamous bus appears headed new home museum fairbanks removed alaska backcountry deter people making...,Art & Culture
Nepalaya launches Sarala Gautam's debut novel 'Dumero',"KATHMANDU: Nepalaya, the book publication house, launched Sarala Gautam's deubt novel 'Dumero' amid COVID-19 crisis, in Kathmandu, on Thursday.

In a statement today,...",302020.0,nepalaya launch sarala gautam debut novel dumero kathmandu nepalaya book publication house launched sarala gautam deubt novel dumero amid covid crisis kathmandu thursday. statement today ...,Art & Culture
Ecuadorian hummingbirds chirp ultrasonic songs of seduction,"WASHINGTON: Perched on a flowering shrub on a windy Andean mountainside, the tiny Ecuadorian Hillstar hummingbird chirps songs of seduction that only another bird of its...",182020.0,ecuadorian hummingbird chirp ultrasonic song seduction washington perched flowering shrub windy andean mountainside tiny ecuadorian hillstar hummingbird chirp song seduction another bird its...,Art & Culture
"Diversity of LGBTQ characters in film declines, study finds","NEW YORK: Last year saw record representation of LGBTQ characters in the 118 films released by major studios, according to a new study by GLAAD. But for the third straight...",172020.0,diversity lgbtq character film decline study find new york last year saw record representation lgbtq character film released major studio according new study glaad. third straight...,Art & Culture
Italy returns stolen Banksy to France on Bastille Day,ROME: Italy on Tuesday returned to France a stolen artwork by British artist Banksy that was painted as a tribute to the victims of the 2015 Paris attacks at the Bataclan...,152020.0,italy return stolen banksy france bastille day rome italy tuesday returned france stolen artwork british artist banksy painted tribute victim paris attack bataclan...,Art & Culture
"Illegal ivory trade shrinks while pangolin trafficking booms, UN says","VIENNA: The illegal global trade in ivory has shrunk while the trafficking of pangolins has soared, a UN report on wildlife crime based on four years' data said on...",102020.0,illegal ivory trade shrink pangolin trafficking boom un say vienna illegal global trade ivory shrunk trafficking pangolin soared un report wildlife crime based four year data said on...,Art & Culture
World could hit 1.5-degree warming threshold in 5 years: UN,"GENEVA: The world could see average global temperatures 1.5 degrees Celsius (2.7 Fahrenheit) above the pre-industrial average for the first time in the coming five years,...",92020.0,world could hit . degree warming threshold year un geneva world could see average global temperature . degree celsius . fahrenheit pre industrial average first time coming five year ...,Art & Culture
Making sure our four-legged friends are fed,"KATHMANDU

The lockdown came into effect in Nepal on March 24 to curb the spread of coronavirus confining people to their homes while schools, offices and businesses shut...",82020.0,making sure four legged friend fed kathmandu lockdown came effect nepal march curb spread coronavirus confining people home school office business shut...,Art & Culture
Get Fit: Looking to restart your coronavirus-stalled workout regimen?,"Kathmandu, July 3

After staying home for months during the lockdown, you will require to exercise caution as you get back to your work and workout routines. The one...",32020.0,get fit looking restart coronavirus stalled workout regimen kathmandu july staying home month lockdown require exercise caution get back work workout routines. one...,Art & Culture
Fish more vulnerable to warming water than first thought,Global warming looks like it will be a bigger problem for the world's fish species than scientists first thought: A new study shows that when fish are spawning or are...,32020.0,fish vulnerable warming water first thought global warming look like bigger problem world fish specie scientist first thought new study show fish spawning are...,Art & Culture
World's pile of electronic waste grows ever higher: study,"BERLIN: The world's mountain of discarded flat-screen TVs, cellphones and other electronic goods grew to a record high last year, according to an annual report released...",32020.0,world pile electronic waste grows ever higher study berlin world mountain discarded flat screen tv cellphone electronic good grew record high last year according annual report released...,Art & Culture
Botswana investigating mystery deaths of 275 elephants,"GABORONE: The number of elephants found dead in Botswana's Okavango Panhandle has risen to 275 from 154 reported two weeks ago, the government said on...",22020.0,botswana investigating mystery death elephant gaborone number elephant found dead botswana okavango panhandle risen reported two week ago government said on...,Art & Culture
Court considers status of Istanbul's iconic Hagia Sophia,"ANKARA: Turkeyâ€™s highest administrative court on Thursday began considering a request to turn Istanbulâ€™s iconic Hagia Sophia, which now serves as a museum, back into a...",22020.0,court considers status istanbul iconic hagia sophia ankara turkey highest administrative court thursday began considering request turn istanbul iconic hagia sophia serf museum back a...,Art & Culture
Huge acceleration of clean energy innovation needed to meet net zero target: IEA,"LONDON: A global goal to achieve net zero carbon emissions by 2050 will not be met without a huge acceleration in clean energy innovation, the International Energy Agency...",22020.0,huge acceleration clean energy innovation needed meet net zero target iea london global goal achieve net zero carbon emission met without huge acceleration clean energy innovation international energy agency...,Art & Culture
Museum or mosque? Turkey debates iconic Hagia Sofia's status,"ISTANBUL: In its more than 1,400-year existence, the majestic domed structure of Hagia Sophia in Istanbul has served as the Byzantine Empireâ€™s main cathedral, a mosque...",12020.0,museum mosque turkey debate iconic hagia sofia status istanbul year existence majestic domed structure hagia sophia istanbul served byzantine empire main cathedral mosque...,Art & Culture
South Pole warmed three times the global rate in last 30 years: study,"BUENOS AIRES: At the South Pole, considered the coldest point on Earth, temperatures are rising fast.

So fast, in fact, that Kyle Clem and other climate researchers...",12020.0,south pole warmed three time global rate last year study buenos aire south pole considered coldest point earth temperature rising fast. fast fact kyle clem climate researchers...,Art & Culture
Bhuwan Dhungana's book 'Parityekta' hits the stands amid lockdown,"KATHMANDU: With the market crawling towards normalcy with the easing of lockdown restrictions, Nepalaya Publications has decided to release the pending stock of books...",282020.0,bhuwan dhungana book parityekta hit stand amid lockdown kathmandu market crawling towards normalcy easing lockdown restriction nepalaya publication decided release pending stock books...,Art & Culture
Coronavirus opens Nepali publishing industry to immense possibilities of e-books,"KATHMANDU

The three months of lockdown had given most Nepalis ample time to do things that they like, reading being one. However, the Nepali publishing industry that has...",262020.0,coronavirus open nepali publishing industry immense possibility e book kathmandu three month lockdown given nepali ample time thing like reading one. however nepali publishing industry has...,Art & Culture
Satellites reveal major new gas industry methane leaks,"LONDON: Last fall, European Space Agency satellites detected huge plumes of the invisible planet-warming gas methane leaking from the Yamal pipeline that carries natural...",262020.0,satellite reveal major new gas industry methane leak london last fall european space agency satellite detected huge plume invisible planet warming gas methane leaking yamal pipeline carry natural...,Art & Culture
The Arctic is on fire: Siberian heat wave alarms scientists,"MOSCOW: The Arctic is feverish and on fire â€” at least parts of it are. And thatâ€™s got scientists worried about what it means for the rest of the world.

The...",242020.0,arctic fire siberian heat wave alarm scientist moscow arctic feverish fire least part are. got scientist worried mean rest world. the...,Art & Culture
"In conflict-hit countries, coronavirus testing may not reach women",WASHINGTON: Big gaps between the number of male and female coronavirus cases in parts of Africa and the Middle East suggest that women may be struggling to access testing...,242020.0,conflict hit country coronavirus testing may reach woman washington big gap number male female coronavirus case part africa middle east suggest woman may struggling access testing...,Art & Culture
"Only lockdown has eased, for many life’s looking more difficult now","KATHMANDU

On June 11, the government relaxed the ongoing lockdown despite Nepal continuing to register new coronavirus cases.

The decision was made to alleviate...",232020.0,lockdown eased many life looking difficult kathmandu june government relaxed ongoing lockdown despite nepal continuing register new coronavirus cases. decision made alleviate...,Art & Culture
"It’s okay to be worried, but don’t be too worried","As life slowly grinds back to normal amidst still rising COVID-19 infections, experts stress the importance of balancing oneâ€™s mental state with oneâ€™s...",222020.0,okay worried worried life slowly grind back normal amidst still rising covid infection expert stress importance balancing one mental state one s...,Art & Culture
Luxury fashion challenged to confront racist attitudes,"MILAN: When luxury fashion lined up social media posts to show solidarity with Black Lives Matters protests, brands got a whole lot of blowback.

Transgender model and...",222020.0,luxury fashion challenged confront racist attitude milan luxury fashion lined social medium post show solidarity black life matter protest brand got whole lot blowback. transgender model and...,Art & Culture
'Into the Wild' bus removed from Alaska trail for safety concerns,"ANCHORAGE, ALASKA: ""Into theÂ Wild"" bus is no longer in theÂ wild.









Alaska officials on Thursday airlifted from a remote trail outside Denali National...",192020.0,wild bus removed alaska trail safety concern anchorage alaska wild bus longer wild. alaska official thursday airlifted remote trail outside denali national...,Art & Culture
Sujeev Shakya’s Arthat Pariwartan released as Nepa-laya’s first primary eBook,"KATHMANDU: Keeping the safety protocol set against novel coronavirus in mind, Nepalaya has launched a chapter-wise release of 'Arthat Pariwartan' authored by Sujeev...",182020.0,sujeev shakya arthat pariwartan released nepa laya first primary ebook kathmandu keeping safety protocol set novel coronavirus mind nepalaya launched chapter wise release arthat pariwartan authored sujeev...,Art & Culture
World War II British forces' sweetheart singer Vera Lynn dies aged 103,"KATHMANDU: British singer, songwriter and entertainer Dame Vera Lynn, who became a voice of hope in Britain during World War II and was known as the Forces' Sweetheart, has...",182020.0,world war ii british force sweetheart singer vera lynn dy aged kathmandu british singer songwriter entertainer dame vera lynn became voice hope britain world war ii known force sweetheart has...,Art & Culture
New traffic rules make commuting to work a hurdle for office goers,"KATHMANDU

With the announcement of the new modality of lockdown, many industries and offices in the Valley have resumed work, paving a way for workers to go back to...",182020.0,new traffic rule make commuting work hurdle office goer kathmandu announcement new modality lockdown many industry office valley resumed work paving way worker go back to...,Art & Culture
Ensuring safety and livelihood of waste workers,"Kathmandu

Waste management is important for a clean and healthy environment.

Its importance has never been more than during the current coronavirus...",172020.0,ensuring safety livelihood waste worker kathmandu waste management important clean healthy environment. importance never current coronavirus...,Art & Culture
NGO Forum calls on Asian Development Bank to end fossil fuel financing,"KATHMANDU: NGO Forum on ADB, a network of over 250 civil society organisations across Asia, has called on the Asian Development Bank to end its green posturing and make...",172020.0,ngo forum call asian development bank end fossil fuel financing kathmandu ngo forum adb network civil society organisation across asia called asian development bank end green posturing make...,Art & Culture
