headline,body,time_published,Text,category
Nine in ten recovered COVID-19 patients experience side-effects: study,"SEOUL: Nine in ten coronavirus patients reported experiencing side-effects such as fatigue, psychological after-effects and loss of smell and taste after they recovered...",292020.0,nine ten recovered covid patient experience side effect study seoul nine ten coronavirus patient reported experiencing side effect fatigue psychological effect loss smell taste recovered...,Environment 
India trials for Russia's 'Sputnik-V' vaccine could start in next few weeks: exec,"BENGALURU: Dr Reddy's Laboratories Ltd could begin late-stage Indian clinical trials of Russia's potential coronavirus vaccine in the next few weeks, an executive at...",222020.0,india trial russia sputnik v vaccine could start next week exec bengaluru dr reddy laboratory ltd could begin late stage indian clinical trial russia potential coronavirus vaccine next week executive at...,Environment 
Chinese researchers to test double doses of CanSino's coronavirus vaccine candidate,BEIJING: Researchers plan to start a clinical trial for an additional dose of a coronavirus vaccine candidate co-developed by China's CanSino Biologics Inc and a...,182020.0,chinese researcher test double dos cansino coronavirus vaccine candidate beijing researcher plan start clinical trial additional dose coronavirus vaccine candidate co developed china cansino biologics inc a...,Environment 
Red Cross warns coronavirus is driving discrimination in Asia,The International Federation of Red Cross and Red Crescent Societies (IFRC) warned on Thursday that the novel coronavirus is driving discrimination towards vulnerable...,172020.0,red cross warns coronavirus driving discrimination asia international federation red cross red crescent society ifrc warned thursday novel coronavirus driving discrimination towards vulnerable...,Environment 
Study hints antibody drug may cut COVID-19 hospitalizations,A drug company says that partial results from a study testing an antibody drug give hints that it may help keep mild to moderately ill COVID-19 patients from needing to be...,172020.0,study hint antibody drug may cut covid hospitalization drug company say partial result study testing antibody drug give hint may help keep mild moderately ill covid patient needing be...,Environment 
Serum Institute gets approval to resume Indian trial of AstraZeneca COVID vaccine: source,"MUMBAI/BENGALURU: Serum Institute of India has received Indian regulatory approval to resume local clinical trials of AstraZeneca's potential COVID-19 vaccine, a source...",162020.0,serum institute get approval resume indian trial astrazeneca covid vaccine source mumbai bengaluru serum institute india received indian regulatory approval resume local clinical trial astrazeneca potential covid vaccine source...,Environment 
Oxford and AstraZeneca resume coronavirus vaccine trial,"ONDON (AP) — Oxford University announced Saturday it was resuming a trial for a coronavirus vaccine it is developing with pharmaceutical company AstraZeneca, a move that...",132020.0,oxford astrazeneca resume coronavirus vaccine trial ondon ap oxford university announced saturday resuming trial coronavirus vaccine developing pharmaceutical company astrazeneca move that...,Environment 
British researchers design death risk tool for COVID-19 patients,"LONDON: British scientists have developed a four-level scoring model for predicting the death risk of patients hospitalised with COVID-19, saying it should help doctors...",102020.0,british researcher design death risk tool covid patient london british scientist developed four level scoring model predicting death risk patient hospitalised covid saying help doctors...,Environment 
HK researchers say COVID-19 stool tests may be more effective for infants,HONG KONG: Stool tests may be more effective than respiratory tests in identifying COVID-19 infections in children and infants since they carry a higher viral load in their...,102020.0,hk researcher say covid stool test may effective infant hong kong stool test may effective respiratory test identifying covid infection child infant since carry higher viral load their...,Environment 
AstraZeneca COVID-19 vaccine study paused after one illness,Late-stage studies of AstraZeneca’s COVID-19 vaccine candidate are on temporary hold while the company investigates whether a recipient’s “potentially unexplained”...,92020.0,astrazeneca covid vaccine study paused one illness late stage study astrazeneca covid vaccine candidate temporary hold company investigates whether recipient potentially unexplained ...,Environment 
"World must be better prepared for next pandemic, says WHO boss","GENEVA: World Health Organization chief Tedros Adhanom Ghebreyesus said on Monday the world must be better prepared for the next pandemic, as he called on countries to...",82020.0,world must better prepared next pandemic say bos geneva world health organization chief tedros adhanom ghebreyesus said monday world must better prepared next pandemic called country to...,Environment 
"90% of China's Sinovac employees, families took coronavirus vaccine: CEO",BEIJING: About 90% of Sinovac Biotech Ltd employees and their families have taken an experimental coronavirus vaccine developed by the Chinese firm under the country's...,62020.0,china sinovac employee family took coronavirus vaccine ceo beijing sinovac biotech ltd employee family taken experimental coronavirus vaccine developed chinese firm country s...,Environment 
"China's CNBG, Sinovac find more countries to test coronavirus vaccines",BEIJING: China National Biotec Group (CNBG) and Sinovac Biotech Ltd said on Saturday they have each found two more countries to run late-stage clinical tests of their...,62020.0,china cnbg sinovac find country test coronavirus vaccine beijing china national biotec group cnbg sinovac biotech ltd said saturday found two country run late stage clinical test their...,Environment 
"Sanofi, GSK launch trial for COVID-19 protein-based vaccine","Phase 1/2 trial enrols 440 adults in the US
 	Final testing stage expected to start in December

PARIS: French drugmaker Sanofi and Britain's GlaxoSmithKline said...",32020.0,sanofi gsk launch trial covid protein based vaccine phase trial enrols adult u final testing stage expected start december paris french drugmaker sanofi britain glaxosmithkline said...,Environment 
Health experts decry Trump's shunning of virus rules,"WASHINGTON: Public health experts expressed concern Friday about President Donald Trump's largely mask-free, socially un-distanced Republican convention event on the White...",292020.0,health expert decry trump shunning virus rule washington public health expert expressed concern friday president donald trump largely mask free socially un distanced republican convention event white...,Environment 
Singapore battles record dengue outbreak with more mosquitoes,"SINGAPORE: From the high balcony of a Singapore public housing block, an environment official steadies his mosquito launcher, the latest contraption authorities have...",282020.0,singapore battle record dengue outbreak mosquito singapore high balcony singapore public housing block environment official steady mosquito launcher latest contraption authority have...,Environment 
"Severe or fatal COVID-19 very rare in children, study finds","LONDON: Children and young people are far less likely than adults to get severe cases of COVID-19 infection, and death from the pandemic disease among children is...",282020.0,severe fatal covid rare child study find london child young people far le likely adult get severe case covid infection death pandemic disease among child is...,Environment 
Australian coronavirus antibody therapy aims for trial in early 2021,"SYDNEY/MELBOURNE: Australian researchers hope to start human trials of a coronavirus antibody therapy in early 2021, while a large-scale trial of a vaccine could begin by...",262020.0,australian coronavirus antibody therapy aim trial early sydney melbourne australian researcher hope start human trial coronavirus antibody therapy early large scale trial vaccine could begin by...,Environment 
German institute says coronavirus vaccinations could start in early 2021,BERLIN: The head of Germany's vaccines regulator said some groups of people living in Germany could be vaccinated early next year against the coronavirus that has...,192020.0,german institute say coronavirus vaccination could start early berlin head germany vaccine regulator said group people living germany could vaccinated early next year coronavirus has...,Environment 
"Pandemic now driven by 20s, 30s, 40s group, many asymptomatic: WHO","MANILA: The World Health Organization said on Tuesday it was concerned that the novel coronavirus spread was being driven by people in their 20s, 30s and 40s, many of which...",182020.0,pandemic driven group many asymptomatic manila world health organization said tuesday concerned novel coronavirus spread driven people many which...,Environment 
Mexico needs 200 million COVID-19 vaccine doses; shots could start in April,"MEXICO CITY: Mexico will need up to 200 million coronavirus vaccine doses, according to a senior government official, and inoculation of its 120 million inhabitants could...",162020.0,mexico need million covid vaccine dos shot could start april mexico city mexico need million coronavirus vaccine dos according senior government official inoculation million inhabitant could...,Environment 
Sinovac launches late-stage trial for potential COVID-19 vaccine in Indonesia,"JAKARTA/BEIJING: China's Sinovac Biotech Ltd launched on Tuesday a late-stage human trial involving as many as 1,620 patients in Indonesia for a COVID-19 vaccine...",112020.0,sinovac launch late stage trial potential covid vaccine indonesia jakarta beijing china sinovac biotech ltd launched tuesday late stage human trial involving many patient indonesia covid vaccine...,Environment 
Fauci confident virus vaccine will get to Americans in 2021,"WASHINGTON: Dr. Anthony Fauci said Friday that he remains confident that a coronavirus vaccine will be ready by early next year, telling lawmakers that a quarter-million...",12020.0,fauci confident virus vaccine get american washington dr. anthony fauci said friday remains confident coronavirus vaccine ready early next year telling lawmaker quarter million...,Environment 
Experimental COVID-19 vaccine is put to its biggest test,"The biggest test yet of an experimental COVID-19 vaccine got underway Monday with the first of some 30,000 Americans rolling up their sleeves to receive shots created by...",282020.0,experimental covid vaccine put biggest test biggest test yet experimental covid vaccine got underway monday first american rolling sleeve receive shot created by...,Environment 
AstraZeneca bets up to $6 billion on new Daiichi cancer drug,"AstraZeneca will pay $1 billion upfront
 	Firms' second oncology deal to look into breast and lung cancers
 	AZN also gets regulatory backing for two other cancer...",272020.0,astrazeneca bet billion new daiichi cancer drug astrazeneca pay billion upfront firm second oncology deal look breast lung cancer azn also get regulatory backing two cancer...,Environment 
US signs contract with Pfizer for COVID-19 vaccine doses,WASHINGTON: The Trump administration will pay Pfizer nearly $2 billion for a December delivery of 100 million doses of a COVID-19 vaccine the pharmaceutical company is...,232020.0,u sign contract pfizer covid vaccine dos washington trump administration pay pfizer nearly billion december delivery million dos covid vaccine pharmaceutical company is...,Environment 
Oxford COVID-19 vaccine developer cautious on 2020 roll-out,"LONDON: The University of Oxford's possible COVID-19 vaccine could be rolled out by the end of the year but there is no certainty, the lead developer of...",212020.0,oxford covid vaccine developer cautious roll london university oxford possible covid vaccine could rolled end year certainty lead developer of...,Environment 
"New studies clarify what drugs help, hurt for COVID-19","Fresh studies give more information about what treatments do or don’t work for COVID-19, with high-quality methods that give reliable results.

British researchers on...",182020.0,new study clarify drug help hurt covid fresh study give information treatment work covid high quality method give reliable results. british researcher on...,Environment 
"Russia is hacking virus vaccine trials, US, UK, Canada say",WASHINGTON: Western governments on Thursday accused hackers believed to be part of Russian intelligence of trying to steal valuable private information about a coronavirus...,172020.0,russia hacking virus vaccine trial u uk canada say washington western government thursday accused hacker believed part russian intelligence trying steal valuable private information coronavirus...,Environment 
Case of HIV patient in remission offers hope to millions living with virus,"LONDON: When Ash Kotak found out he was HIV-positive in 1993, the diagnosis was still a death sentence.

""I was told to go off and have a good life on the assumption I...",132020.0,case hiv patient remission offer hope million living virus london ash kotak found hiv positive diagnosis still death sentence. told go good life assumption i...,Environment 
"�Waterborne disease, another threat for nation�","KATHMANDU, JULY 11

While the country is grappling with the coronavirus pandemic, health workers have warned that people are under the risk of waterborne diseases during...",122020.0,waterborne disease another threat nation kathmandu july country grappling coronavirus pandemic health worker warned people risk waterborne disease during...,Environment 
Varieties of masks - what are the options?,"KATHMANDU: Masks have become fundamental in the present scenario, nationally as well as globally, as coronavirus infection is still on the rise and people have had to...",112020.0,variety mask option kathmandu mask become fundamental present scenario nationally well globally coronavirus infection still rise people to...,Environment 
WHO advance team heads to China to set up probe into coronavirus origin,GENEVA: A two-member advance team of World Health Organization (WHO) experts has left for China to organise an investigation into the origins of the novel coronavirus...,112020.0,advance team head china set probe coronavirus origin geneva two member advance team world health organization expert left china organise investigation origin novel coronavirus...,Environment 
Psoriasis injection gets green light for 'restricted emergency use' on Covid-19 patients,"KATHMANDU: Itolizumab, a Psoriasis injection, has been approved by India's drug regulator for “restricted emergency use” to treat Covid-19 patients with moderate to...",112020.0,psoriasis injection get green light restricted emergency use covid patient kathmandu itolizumab psoriasis injection approved india drug regulator restricted emergency use treat covid patient moderate to...,Environment 
Coping with fear of Covid-19,"KATHMANDU: With more than a hundred days in lockdown due to coronavirus pandemic, the general state of mind of most of the people has had significant changes or...",102020.0,coping fear covid kathmandu hundred day lockdown due coronavirus pandemic general state mind people significant change or...,Environment 
WHO acknowledges 'evidence emerging' of�airborne�spread�of COVID-19,"GENEVA: The World Health Organization on Tuesday acknowledged ""evidence emerging"" of the airborne spread of the novel coronavirus, after a group of scientists urged the...",82020.0,acknowledges evidence emerging airborne spread covid geneva world health organization tuesday acknowledged evidence emerging airborne spread novel coronavirus group scientist urged the...,Environment 
"WHO halts hydroxychloroquine, HIV drugs in COVID trials after failure to reduce death",GENEVA: The World Health Organization (WHO) said on Saturday that it was discontinuing its trials of the malaria drug hydroxychloroquine and combination HIV drug...,52020.0,halt hydroxychloroquine hiv drug covid trial failure reduce death geneva world health organization said saturday discontinuing trial malaria drug hydroxychloroquine combination hiv drug...,Environment 
UK OKs resumption of hydroxychloroquine trial,"LONDON: Britain’s medical regulatory agency has approved the resumption of a trial testing whether hydroxychloroquine, the malaria drug favored by US President Donald...",302020.0,uk ok resumption hydroxychloroquine trial london britain medical regulatory agency approved resumption trial testing whether hydroxychloroquine malaria drug favored u president donald...,Environment 
CanSino's COVID-19 vaccine candidate approved for military use in China,BEIJING: China's military has received the greenlight to use a COVID-19 vaccine candidate developed by its research unit and CanSino Biologics after clinical trials...,292020.0,cansino covid vaccine candidate approved military use china beijing china military received greenlight use covid vaccine candidate developed research unit cansino biologics clinical trials...,Environment 
Scientists just beginning to understand the many health problems caused by COVID-19,"CHICAGO: Scientists are only starting to grasp the vast array of health problems caused by the novel coronavirus, some of which may have lingering effects on patients and...",262020.0,scientist beginning understand many health problem caused covid chicago scientist starting grasp vast array health problem caused novel coronavirus may lingering effect patient and...,Environment 
Gilead's remdesivir set to become Europe's first COVID-19 therapy,"EU price of drug, to be branded Veklury, not known
 	Formal EU approval expected over coming week
 	Can be prescribed in EU for one year after approval

Doctors...",262020.0,gilead remdesivir set become europe first covid therapy eu price drug branded veklury known formal eu approval expected coming week prescribed eu one year approval doctors...,Environment 
Fauci: Next few weeks critical to tamping down virus spikes,"WASHINGTON: The next few weeks are critical to tamping down a disturbing coronavirus surge, Dr. Anthony Fauci told Congress on Tuesday — issuing a plea for people to...",242020.0,fauci next week critical tamping virus spike washington next week critical tamping disturbing coronavirus surge dr. anthony fauci told congress tuesday issuing plea people to...,Environment 
Contraceptive use down across country,"Kathmandu, June 23

The number of people using contraceptives has dropped nationwide since the coronavirus pandemic began in the country in January.

With repeated...",242020.0,contraceptive use across country kathmandu june number people using contraceptive dropped nationwide since coronavirus pandemic began country january. repeated...,Environment 
