headline,body,time_published,Text,category
FNCCI delegation calls on Minister Bhandari,"A delegation of Federation of Nepalese Chamber of Commerce and Industry (FNCCI) has paid a visit to Minister of Industry, Commerce and Supply Damodar Bhandari today to discuss the issues related to promotion of industries and businesses.",1.0,fncci delegation call minister bhandari delegation federation nepalese chamber commerce industry fncci paid visit minister industry commerce supply damodar bhandari today discus issue related promotion industry businesses.,Business
NRB to issue development bonds worth Rs 8bn,"Nepal Rastra Bank (NRB), the central monetary authority, is set to issue development bonds worth eight billion rupees.",1.0,nrb issue development bond worth r bn nepal rastra bank nrb central monetary authority set issue development bond worth eight billion rupees.,Business
CNI demands boosting morale of businessmen,"Following incidents of businesspersons committing self-immolation, the Confederation of Nepalese Industries (CNI) has demanded favourable environment to boost the morale of businessmen.",2.0,cni demand boosting morale businessmen following incident businessperson committing self immolation confederation nepalese industry cni demanded favourable environment boost morale businessmen.,Business
'No firm has received permission to operate commodity exchange market',The Securities Board of Nepal (SEBON) has expressed concerns over some companies operating commodity exchange markets without permission over the past few days in the country.,2.0,firm received permission operate commodity exchange market security board nepal sebon expressed concern company operating commodity exchange market without permission past day country.,Business
NRB to auction T-Bills worth over Rs 21 billion,Nepal Rastra Bank (NRB) has decided to issue Treasury Bills (T-Bills) worth over Rs 21.1 billion on Monday.,2.0,nrb auction bill worth r billion nepal rastra bank nrb decided issue treasury bill bill worth r . billion monday.,Business
Share market's gain limited as long-term investors stay away,"The Nepal Stock Exchange (Nepse) index inched up by 4.40 points or 0.20 per cent, clocking the fifth consecutive week-onweek gain in the trading week between January 23 and 26.",292023.0,share market gain limited long term investor stay away nepal stock exchange nepse index inched . point . per cent clocking fifth consecutive week onweek gain trading week january .,Business
'State should be sensitive to profession of fuel tanker drivers',Nepali Congress leader and former minister Rajendra Kumar KC has said that the state should be sensitive to the profession of petroleum tanker drivers.,282023.0,state sensitive profession fuel tanker driver nepali congress leader former minister rajendra kumar kc said state sensitive profession petroleum tanker drivers.,Business
HBL's CSR activity,"Himalayan Bank Ltd (HBL), on the occasion of its 30th anniversary, under its corporate social responsibility (CSR) has organised free eye check-up camp at Machhapuchchhre Health Post located at Machhapuchchhre Municipality-01, Tushe, Kaski",272023.0,hbl csr activity himalayan bank ltd hbl occasion th anniversary corporate social responsibility csr organised free eye check camp machhapuchchhre health post located machhapuchchhre municipality tushe kaski,Business
Khalti's anniversary,"Khalti, one of the leading digital wallets of Nepal, celebrates its sixth anniversary on Thursday.",272023.0,khalti anniversary khalti one leading digital wallet nepal celebrates sixth anniversary thursday.,Business
Nepal Wood Expo,"In bid to support the development and modernisation of furniture sector in Nepal, Media Space Solutions Pvt Ltd and Futurex Trade Fair and Events Pvt Ltd are jointly organising the eighth edition of Nepal Wood International Expo here from Friday.",272023.0,nepal wood expo bid support development modernisation furniture sector nepal medium space solution pvt ltd futurex trade fair event pvt ltd jointly organising eighth edition nepal wood international expo friday.,Business
"Nepal Airlines and NATTA form joint task force to increase ticket sales, tourist flow",A meeting held between members of Nepal Airlines Corporation (NAC) and Nepal Association of Tour and Travel Agents (NATTA) has formed an eight-member task force on behalf of both the organisations to increase ticket sales as well as to attract foreign tourists into the country.,272023.0,nepal airline natta form joint task force increase ticket sale tourist flow meeting held member nepal airline corporation nac nepal association tour travel agent natta formed eight member task force behalf organisation increase ticket sale well attract foreign tourist country.,Business
Mill operators urge govt to import wheat citing flour shortage,The Nepal Flour Mills Association has laid concerns over 20 per cent of flour mills closing down in a week and remaining 80 per cent on the verge of shutting down in the near future as there has been an extreme shortage of flour in the market following the restrictions on wheat exports by India since May of last year.,272023.0,mill operator urge govt import wheat citing flour shortage nepal flour mill association laid concern per cent flour mill closing week remaining per cent verge shutting near future extreme shortage flour market following restriction wheat export india since may last year.,Business
"SC scraps 10pc service tax in hotels, restaurants",Eating out has become a less costly affair for patrons in the country from Thursday as the Supreme Court prohibited hotels and restaurants from levying 10 per cent service tax in their bills.,272023.0,sc scrap pc service tax hotel restaurant eating become le costly affair patron country thursday supreme court prohibited hotel restaurant levying per cent service tax bills.,Business
NAC to improve air ticket sales,NAC Spokesperson Archana Khadka shared that the taskforce was constituted to increase the current sales of tickets and bring in more foreign tourists.,262023.0,nac improve air ticket sale nac spokesperson archana khadka shared taskforce constituted increase current sale ticket bring foreign tourists.,Business
Gold price hits record reaching over Rs 106 thousand per tola,"Gold has hit the ever-highest price in the domestic market. Today, the price of yellow metal was fixed at over 106 thousand per tola (11.66 grams).",262023.0,gold price hit record reaching r thousand per tola gold hit ever highest price domestic market. today price yellow metal fixed thousand per tola . gram .,Business
CNI seeks revision of customs tariff on finished goods and raw materials,Confederation of Nepalese Industry (CNI) has requested different customs rate during import of readymade goods and raw materials.,262023.0,cni seek revision custom tariff finished good raw material confederation nepalese industry cni requested different custom rate import readymade good raw materials.,Business
"Fuel dealers urged not to sell flammable products in bottles, jars",The Nepal Police has expressed serious concerns over the open distribution of highly flammable petroleum products in plastic bottles and jars and have requested fuel dealers to refrain from doing so from now onwards.,262023.0,fuel dealer urged sell flammable product bottle jar nepal police expressed serious concern open distribution highly flammable petroleum product plastic bottle jar requested fuel dealer refrain onwards.,Business
"Gold price at all-time high of Rs 106,300 a tola","The price of precious yellow metal hit an all-time high of Rs 106,300 per tola (11.66 grams) in the domestic market on Tuesday.",252023.0,gold price time high r tola price precious yellow metal hit time high r per tola . gram domestic market tuesday.,Business
A starting point for fostering collaboration between two countries: Indian envoy,"As part of the celebration of ‘Azadi ka Amrit Mahotsav’ an initiative of the Indian government to commemorate the country’s 75 years of independence, the Embassy of India in Kathmandu organised an event ‘India-Nepal Start-up Connect’ to promote Start-up India in Nepal as well as create a platform for Indian investors as well as young entrepreneurs here to exchange ideas.",252023.0,starting point fostering collaboration two country indian envoy part celebration azadi ka amrit mahotsav initiative indian government commemorate country year independence embassy india kathmandu organised event india nepal start connect promote start india nepal well create platform indian investor well young entrepreneur exchange ideas.,Business
Surya Nepal's CSR,"As part of its CSR initiative, Surya Nepal Pvt Ltd has handed over an ambulance to Prithvi Highway Trauma Hospital of Armed Police Force Nepal, Disaster Management Training School, in Kurintar, Chitwan.",242023.0,surya nepal csr part csr initiative surya nepal pvt ltd handed ambulance prithvi highway trauma hospital armed police force nepal disaster management training school kurintar chitwan.,Business
Honda's new offers,"Syakar Trading Company Pvt Ltd, the authorised distributor of Honda two-wheelers in Nepal, has announced two exciting new schemes for its vehicles, the Honda Shine and Honda Grazia.",242023.0,honda new offer syakar trading company pvt ltd authorised distributor honda two wheeler nepal announced two exciting new scheme vehicle honda shine honda grazia.,Business
Price of yellow metal sets new record,Gold price has hit a new high in the domestic market today.,242023.0,price yellow metal set new record gold price hit new high domestic market today.,Business
All-new Venue,"Laxmi Intercontinental, the authorised distributor of Hyundai vehicles in Nepal, has launched the all-new Hyundai Venue in Nepali market with a tagline — New Style New Statement.",242023.0,new venue laxmi intercontinental authorised distributor hyundai vehicle nepal launched new hyundai venue nepali market tagline new style new statement.,Business
All-female hackathon,"Shequal Foundation, in collaboration with Ncell Axiata Ltd, is organising ‘Hacking for Humanity Hackathon’, targeting girls from information technology (IT) from across the country.",242023.0,female hackathon shequal foundation collaboration ncell axiata ltd organising hacking humanity hackathon targeting girl information technology across country.,Business
'IIDE strives to become a prominent facilitator for the entire digital marketing ecosystem',"With the increase in demand for digitally skilled people now more than ever in the ever growing age of information and software, the Indian Institute of Digital Education (IIDE) — a reputed digital institute known for providing world-class education, resources, and career opportunities to its students in the digital marketing industry — was recently launched in Nepal.",242023.0,iide strives become prominent facilitator entire digital marketing ecosystem increase demand digitally skilled people ever ever growing age information software indian institute digital education iide reputed digital institute known providing world class education resource career opportunity student digital marketing industry recently launched nepal.,Business
Tourism minister seeks proper management of Nepal Airlines,"Minister of Culture, Tourism and Civil Aviation Sudan Kirati has given necessary instructions to the Nepal Airlines Corporation (NAC) for better management of the national flag carrier.",242023.0,tourism minister seek proper management nepal airline minister culture tourism civil aviation sudan kirati given necessary instruction nepal airline corporation nac better management national flag carrier.,Business
"'Local products lack proper branding, packaging'","Experts of small and medium-sized enterprises (SMEs) have pointed out that Nepali products, despite having tremendous potential, have weak international presence due to lack of proper branding and packaging.",242023.0,local product lack proper branding packaging expert small medium sized enterprise smes pointed nepali product despite tremendous potential weak international presence due lack proper branding packaging.,Business
Ghising tops ACCA,"Ima Ghising, an ACCA student from Seed Financial Academy, has achieved a remarkable feat by becoming a global topper in two ACCA papers in the December 2022 exams.",232023.0,ghising top acca ima ghising acca student seed financial academy achieved remarkable feat becoming global topper two acca paper december exams.,Business
NIC Asia's profit rises,NIC Asia Bank Ltd has reported an increase in its net profit by 36 per cent in its second-quarter report for the fiscal year 2022-23.,232023.0,nic asia profit rise nic asia bank ltd reported increase net profit per cent second quarter report fiscal year .,Business
'Government ready for policy and legal reforms to manage remittance',Deputy Prime Minister and Finance Minister Bishnu Prasad Paudel has said that the government is ready to carry out policy and legal reforms to manage remittances.,232023.0,government ready policy legal reform manage remittance deputy prime minister finance minister bishnu prasad paudel said government ready carry policy legal reform manage remittances.,Business
DKHEL to issue IPO,"Daram Khola Hydro Energy Ltd (DKHEL) is set to issue an initial public offering (IPO). In this regard, DKHEL has appointed Laxmi Capital Market Ltd (LCML) as its issue manager, as per a media release.",222023.0,dkhel issue ipo daram khola hydro energy ltd dkhel set issue initial public offering ipo . regard dkhel appointed laxmi capital market ltd lcml issue manager per medium release.,Business
On-site assessment visit postponed,"In the view of the tragic aircraft accident of Yeti Airlines on January 15, the European Union (EU) and Civil Aviation Authority of Nepal (CAAN) have decided to postpone a planned on-site assessment visit mandated by the EU Air Safety Committee for the time being.",222023.0,site assessment visit postponed view tragic aircraft accident yeti airline january european union eu civil aviation authority nepal caan decided postpone planned site assessment visit mandated eu air safety committee time being.,Business
IIDE learning centre launched,"Indian Institute of Digital Education (IIDE) — Asia’s leading digital marketing institute — has officially launched a new international learning centre in Nepal. The institute is set to provide its courses and certifications to interested students, alongside creating talents for the rising digital marketing needs of companies and start-ups here.",222023.0,iide learning centre launched indian institute digital education iide asia leading digital marketing institute officially launched new international learning centre nepal. institute set provide course certification interested student alongside creating talent rising digital marketing need company start ups here.,Business
"Gold shines, silver loses lustre","Gold price increased, while that of silver went down in the trading week between January 15 and 20.",222023.0,gold shine silver loses lustre gold price increased silver went trading week january .,Business
Benchmark index clocks fourth consecutive week-on-week gain,"The Nepal Stock Exchange (Nepse) index edged up by 29.42 points or 1.37 per cent, clocking the fourth consecutive week-onweek gain in the trading week between January 17 and 19.",222023.0,benchmark index clock fourth consecutive week week gain nepal stock exchange nepse index edged . point . per cent clocking fourth consecutive week onweek gain trading week january .,Business
'NIBL Sahabhagita Fund' gets approval to increase its size to Rs 2 billion,Nepal Investment Bank Ltd — one of the leading banks of Nepal which was recently renamed Nepal Investment Mega Bank Ltd (NIMBL) following merger with Mega Bank Ltd — had registered ‘NIBL Mutual Fund’ as a fund sponsor in Securities Board of Nepal (SEBON) with an objective to diversify mutual fund schemes in the Nepali capital market.,202023.0,nibl sahabhagita fund get approval increase size r billion nepal investment bank ltd one leading bank nepal recently renamed nepal investment mega bank ltd nimbl following merger mega bank ltd registered nibl mutual fund fund sponsor security board nepal sebon objective diversify mutual fund scheme nepali capital market.,Business
NEA reduces power leakage to 7.49 per cent in five months,Nepal Electricity Authority (NEA) has said that it was able to reduce electricity leakage in its distribution system by 1.74 percentage points in the five months of ongoing fiscal year to 7.49 per cent.,202023.0,nea reduces power leakage . per cent five month nepal electricity authority nea said able reduce electricity leakage distribution system . percentage point five month ongoing fiscal year . per cent.,Business
NRB scraps cash margin provision on imports,"The Nepal Rastra Bank (NRB) has scrapped the provision requiring importers to deposit 50 to 100 per cent cash margin while opening letter of credit (LC) following the improvement in foreign currency reserves, which is currently sufficient to cover at least 10 months of imports.",202023.0,nrb scrap cash margin provision import nepal rastra bank nrb scrapped provision requiring importer deposit per cent cash margin opening letter credit lc following improvement foreign currency reserve currently sufficient cover least month imports.,Business
Kumari Bank expands,"In a bid to expand its services, Kumari Bank Ltd (KBL) has opened its branches in Lalbandi-7, Jaleshwor-2, Gaushala-5, Pokhariya-4 and Kamaiya-11 of Madhes Province and an extension counter in Boje Pokhari, Lalitpur-3 of Bagmati Province.",192023.0,kumari bank expands bid expand service kumari bank ltd kbl opened branch lalbandi jaleshwor gaushala pokhariya kamaiya madhes province extension counter boje pokhari lalitpur bagmati province.,Business
Meera secures FDI,"Meera Biotech Pvt Ltd has secured a second round of foreign direct investment (FDI) equity funding from South Korea-based My Bio Co, Ltd.",192023.0,meera secures fdi meera biotech pvt ltd secured second round foreign direct investment fdi equity funding south korea based bio co ltd.,Business
NICCI bats for regional integration,"Sunil KC, vice-president of Nepal-India Chamber of Commerce and Industry (NICCI), attended the 14th South Asia Conference hosted by Manohar Parikar Institute for Defence Studies and Analysis, government of India, on January 17 and 18, in New Delhi.",192023.0,nicci bat regional integration sunil kc vice president nepal india chamber commerce industry nicci attended th south asia conference hosted manohar parikar institute defence study analysis government india january new delhi.,Business
Himalaya Airlines resumes weekly flights to Beijing,"Himalaya Airlines, a Nepal-China joint venture, has resumed non-stop scheduled flights to Beijing on January 17.",192023.0,himalaya airline resume weekly flight beijing himalaya airline nepal china joint venture resumed non stop scheduled flight beijing january .,Business
"TIA recorded more than 132,000 flights last year","A total of 108,202 domestic flights and 24,312 international flights were conducted through the Tribhuvan International Airport (TIA) in 2022, as per the latest data.",192023.0,tia recorded flight last year total domestic flight international flight conducted tribhuvan international airport tia per latest data.,Business
"Mobile service interruption to be addressed, says NT",The Nepal Telecom (NT) is going to make systemic improvements to prevent the recurrence of mobile and PSTN telephone service interruption.,192023.0,mobile service interruption addressed say nt nepal telecom nt going make systemic improvement prevent recurrence mobile pstn telephone service interruption.,Business
NRB penalises 10 BFIs,Nepal Rastra Bank (NRB) has taken action against six development banks and four finance companies for flouting rules.,192023.0,nrb penalises bfis nepal rastra bank nrb taken action six development bank four finance company flouting rules.,Business
"Gold price decreases Rs 600 per tola to trade at Rs 104,500","Gold price has decreased Rs 600 per tola to trade at Rs 104,500 as compared to the previous trading day.",182023.0,gold price decrease r per tola trade r gold price decreased r per tola trade r compared previous trading day.,Business
IME Pay cash back,"Conceding to high demand of customers, the IME Pay has resumed its cash back offer of up to five per cent on mobile recharges from January 14.",182023.0,ime pay cash back conceding high demand customer ime pay resumed cash back offer five per cent mobile recharges january .,Business
Govt decision to clamp down on illegal crusher industries affects development projects,Several large development projects have been affected with the government’s decision to shut down the illegally run crusher industries.,182023.0,govt decision clamp illegal crusher industry affect development project several large development project affected government decision shut illegally run crusher industries.,Business
Motive 6s launched,"Riversong, a brand that has secured a good market response in a short period, has launched a new smartwatch brand in the country — Motive 6s.",172023.0,motive launched riversong brand secured good market response short period launched new smartwatch brand country motive s.,Business
PM Dahal seeks to woo Japanese investors,"A team, including a Member of Parliament and former minister of state Taira Masaki of Japan’s ruling ‘Liberal Democratic’ party, recently paid a visit to high-ranking leaders including Prime Minister Pushpa Kamal Dahal.",172023.0,pm dahal seek woo japanese investor team including member parliament former minister state taira masaki japan ruling liberal democratic party recently paid visit high ranking leader including prime minister pushpa kamal dahal.,Business
Capital expenditure at less than 15pc in H1,The government’s capital expenditure continued to be sluggish in the first six months of the current fiscal at 14.05 per cent or Rs 53.455 billion of the total annual allocation of Rs 380.38 billion under the capital budget heading.,172023.0,capital expenditure le pc h government capital expenditure continued sluggish first six month current fiscal . per cent r . billion total annual allocation r . billion capital budget heading.,Business
16k tourists visit Annapurna circuit,"According to Annapurna Conservation Area Project (ACAP) Tourist Check Point at Dharapani, the highest number of tourists was from France, at 2,012.",162023.0,k tourist visit annapurna circuit according annapurna conservation area project acap tourist check point dharapani highest number tourist france .,Business
Domestic flights largely affected due to adverse weather,Most of the airports in the country suspended flights today owing to adverse weather.,162023.0,domestic flight largely affected due adverse weather airport country suspended flight today owing adverse weather.,Business
All crusher industries shut in Dang,"Following the directive of the Ministry of Home Affairs on January 4 to shut down the illegally run crusher industries, all crusher industries in the district of Dang have been shut.",162023.0,crusher industry shut dang following directive ministry home affair january shut illegally run crusher industry crusher industry district dang shut.,Business
'Panasonic Life offers innovative housing solutions',"Panasonic Life Solutions India, one of the largest manufacturers of electrical construction materials (ECM) in India, recently launched its international interior solutions showroom in Teku, Kathmandu.",152023.0,panasonic life offer innovative housing solution panasonic life solution india one largest manufacturer electrical construction material ecm india recently launched international interior solution showroom teku kathmandu.,Business
"Gold shines, silver price falls","Gold price increased, while that of silver went down in the trading week between January 8 and 13. In the domestic market, gold price rose by Rs 600 per tola, while silver price fell by Rs 25 a tola during the review week.",152023.0,gold shine silver price fall gold price increased silver went trading week january . domestic market gold price rose r per tola silver price fell r tola review week.,Business
Nepse index rises for third consecutive week,"The Nepal Stock Exchange (Nepse) index inched up by 5.46 points or 0.25 per cent, clocking the third consecutive week-on-week gain in the trading week between January 8 and 12.",152023.0,nepse index rise third consecutive week nepal stock exchange nepse index inched . point . per cent clocking third consecutive week week gain trading week january .,Business
Central bank report reveals gradual economic recovery,"The latest macroeconomic update unveiled by the Nepal Rastra Bank (NRB) today revealed gradual economic recovery, with improvements in remittance inflows, balance of payments and gross foreign exchange reserves and narrowing trade balance.",142023.0,central bank report reveals gradual economic recovery latest macroeconomic update unveiled nepal rastra bank nrb today revealed gradual economic recovery improvement remittance inflow balance payment gross foreign exchange reserve narrowing trade balance.,Business
Banks gear up to reduce interest rate on deposits,"Commercial banks, which had been maintaining the interest rate since mid-October, have decided to reduce the interest rate on deposits from mid-January.",132023.0,bank gear reduce interest rate deposit commercial bank maintaining interest rate since mid october decided reduce interest rate deposit mid january.,Business
"NEPSE index plunges over 41 points to close at 2,149.41","The Nepal Stock Exchange (NEPSE) index has decreased 41.02 points to close at 2,149.41 on the last trading day of the week today.",122023.0,nepse index plunge point close . nepal stock exchange nepse index decreased . point close . last trading day week today.,Business
Commercial banks reducing interest rate,Commercial banks are reducing the interest rate for the month of Magh (from January 15- February 12).,122023.0,commercial bank reducing interest rate commercial bank reducing interest rate month magh january february .,Business
NIBL and Mega Bank start joint operations as NIMB,"Nepal Investment Bank Ltd (NIBL) and Mega Bank have started joint operations from today following a successful merger between the two banks. Organising a press conference here today, the two banks officially announced the start of joint operations under the new name — Nepal Investment Mega Bank Ltd (NIMB).",122023.0,nibl mega bank start joint operation nimb nepal investment bank ltd nibl mega bank started joint operation today following successful merger two banks. organising press conference today two bank officially announced start joint operation new name nepal investment mega bank ltd nimb .,Business
WB projects Nepal's economic growth at 5.1pc,"In its latest Global Economic Prospects report, the World Bank (WB) has forecast Nepal’s economy will grow by 5.1 per cent in current fiscal 2022-23.",122023.0,wb project nepal economic growth .pc latest global economic prospect report world bank wb forecast nepal economy grow . per cent current fiscal .,Business
'Stock market yet to see a bullish trend',"Share investors are hopeful for further growth of the stock market following the reappointment of Bishnu Paudel to the post of finance minister, the introduction of progressive policies related to the market, and some improvement in the economic situation of the country.",112023.0,stock market yet see bullish trend share investor hopeful growth stock market following reappointment bishnu paudel post finance minister introduction progressive policy related market improvement economic situation country.,Business
Nepal Pharma Expo,"The second edition of Nepal Pharma and Health International Expo, a specialised show for medical, surgical, hospitals, diagnostics and other healthcare industries, is to be held in Bhrikutimandap Exhibition Hall from January 20 to 22.",112023.0,nepal pharma expo second edition nepal pharma health international expo specialised show medical surgical hospital diagnostics healthcare industry held bhrikutimandap exhibition hall january .,Business
Industries reeling under nine-hour power cuts,The power supply to the industries across country has been disrupted as a power plant in India has halted exporting electricity to Nepal due to technical glitch.,112023.0,industry reeling nine hour power cut power supply industry across country disrupted power plant india halted exporting electricity nepal due technical glitch.,Business
YTP competition,"Pacific Asia Travel Association (PATA) Nepal Chapter recently organised the PATA Young Tourism Professional (YTP) Chefs’ Competition under the theme ‘The Contemporary Nepali Cuisine: Embracing Local Ingredients, Limitless Creativity, Health and Sustainability’ at Nepal Academy of Tourism and Hotel Management (NATHM), Rabibhawan, Kathmandu.",102023.0,ytp competition pacific asia travel association pata nepal chapter recently organised pata young tourism professional ytp chef competition theme contemporary nepali cuisine embracing local ingredient limitless creativity health sustainability nepal academy tourism hotel management nathm rabibhawan kathmandu.,Business
Kumari Bank expands,"Kumari Bank has inaugurated a new branch at Janabahal, Bhedasingh, in a bid to expand its service network.",102023.0,kumari bank expands kumari bank inaugurated new branch janabahal bhedasingh bid expand service network.,Business
Nepal SBI AGM held,Nepal SBI Bank Ltd has successfully conducted its 29th annual general meeting here.,102023.0,nepal sbi agm held nepal sbi bank ltd successfully conducted th annual general meeting here.,Business
CGNet postpaid plan,"CGNet, an internet service provider, has recently launched postpaid plan for the first time in Nepal.",102023.0,cgnet postpaid plan cgnet internet service provider recently launched postpaid plan first time nepal.,Business
NMB's 27th AGM,NMB Bank held its 27th annual general meeting (AGM) here on Monday.,102023.0,nmb th agm nmb bank held th annual general meeting agm monday.,Business
"Legitimate demands of Bhojini locals will be addressed, says NEA",The Nepal Electricity Authority (NEA) has said that legitimate demands of locals affected in Bojini of Shankharapur Municipality-3 of Kathmandu during the construction of Lapsiphedi substation will be addressed.,102023.0,legitimate demand bhojini local addressed say nea nepal electricity authority nea said legitimate demand local affected bojini shankharapur municipality kathmandu construction lapsiphedi substation addressed.,Business
Domestic airline operators slash ticket prices,"Following the decision of Nepal Oil Corporation (NOC) to reduce fuel prices in the domestic market, airline operators have also slashed their fuel surcharge — the cost included in the airfare— by up to Rs 885, depending on the respective destinations.",102023.0,domestic airline operator slash ticket price following decision nepal oil corporation noc reduce fuel price domestic market airline operator also slashed fuel surcharge cost included airfare r depending respective destinations.,Business
Air fare slashed,"Air fare has been slashed following a decrement in aviation fuel by the government. As per the revised rate, the Nepal Oil Corporation has reduced Rs 20 for a liter aviation fuel.",92023.0,air fare slashed air fare slashed following decrement aviation fuel government. per revised rate nepal oil corporation reduced r liter aviation fuel.,Business
DoT issues 15 climbing permits for winter climbing season,The Department of Tourism (DoT) has issued 15 climbing permits for this winter climbing season as of January 5.,92023.0,dot issue climbing permit winter climbing season department tourism dot issued climbing permit winter climbing season january .,Business
BFIs should focus on CSR along with profits: Prez Bhandari,President Bidhya Devi Bhandari has emphasised that the banking and financial sector should focus on corporate social responsibility along with profits.,92023.0,bfis focus csr along profit prez bhandari president bidhya devi bhandari emphasised banking financial sector focus corporate social responsibility along profits.,Business
"Global IME Bank, BoK joint operation","Following successful merger between Global IME Bank and Bank of Kathmandu (BoK), their joint operation under the name ‘Global IME Bank Ltd’ is commencing from January 9, Monday.",82023.0,global ime bank bok joint operation following successful merger global ime bank bank kathmandu bok joint operation name global ime bank ltd commencing january monday.,Business
"Gold shines, silver price falls","Gold price increased, while that of silver went down in the trading week between January 1 and 6. In the domestic market, gold price rose by Rs 600 per tola, while silver price decreased by Rs 35 a tola during the review week.",82023.0,gold shine silver price fall gold price increased silver went trading week january . domestic market gold price rose r per tola silver price decreased r tola review week.,Business
'Additional steps needed to secure steady growth of stock market',"The Nepal Stock Exchange (Nepse) index surged by 114.90 points or 8.67 per cent to surge above the 2,100-point threshold in the trading week between January 1 and 5.",82023.0,additional step needed secure steady growth stock market nepal stock exchange nepse index surged . point . per cent surge point threshold trading week january .,Business
Amended Working Capital Credit Guidelines rued,"Federation of Nepalese Chambers of Commerce and Industry (FNCCI) — the largest private sector umbrella organisation — has said the revised Working Capital Loan Guidelines, 2022 is unable to address current economic downturn.",62023.0,amended working capital credit guideline rued federation nepalese chamber commerce industry fncci largest private sector umbrella organisation said revised working capital loan guideline unable address current economic downturn.,Business
PM directs NOC to adjust petro prices,"According to the NOC latest details, the NOC is likely to secure a profit of Rs 990 million in 15 days.",52023.0,pm directs noc adjust petro price according noc latest detail noc likely secure profit r million days.,Business
AAN 23rd AGM held,"The 23rd annual general meeting of Advertising Association Nepal, chaired by its Chairperson Som Prasad Dhital, was held on Tuesday.",52023.0,aan rd agm held rd annual general meeting advertising association nepal chaired chairperson som prasad dhital held tuesday.,Business
Transport entrepreneurs make 12-point demand,"Seeking proper management and operations of the public transport sector, along with easing commute for passengers, public transport entrepreneurs have submitted a joint memorandum and placed 12 demands to the Ministry of Physical Infrastructure and Transport.",52023.0,transport entrepreneur make point demand seeking proper management operation public transport sector along easing commute passenger public transport entrepreneur submitted joint memorandum placed demand ministry physical infrastructure transport.,Business
NRB amends Working Capital Loans Guideline,"In the wake of widespread criticism from the private sector, Nepal Rastra Bank (NRB) on Wednesday amended the Working Capital Loans Guideline 2022.",52023.0,nrb amends working capital loan guideline wake widespread criticism private sector nepal rastra bank nrb wednesday amended working capital loan guideline .,Business
